DATASET_SHORT,KEYWORD,probability,DATASET_LONG,DATASET_NODE_ID,KEYWORD_NODE_ID
FLDAS_NOAH01_C_GL_M,air quality,0.99,FLDAS Noah Land Surface Model L4 Global Monthly 0.1 x 0.1 degree (MERRA-2 and CHIRPS) V001 (FLDAS_NOAH01_C_GL_M) at GES DISC,1295,1615
MATUNXFLX,surface pressure,0.99,"tavgU_2d_flx_Nx: MERRA 2D IAU Diagnostic, Surface Fluxes, Diurnal  0.667 x 0.5 degree V5.2.0 (MATUNXFLX) at GES DISC",853,1668
MATUNXFLX,atmospheric pressure,0.99,"tavgU_2d_flx_Nx: MERRA 2D IAU Diagnostic, Surface Fluxes, Diurnal  0.667 x 0.5 degree V5.2.0 (MATUNXFLX) at GES DISC",853,1665
AIRS2SUP,atmospheric winds,0.99,AIRS/Aqua L2 Support Retrieval (AIRS-only) V006 (AIRS2SUP) at GES DISC,847,1746
AIRS2SUP,longwave radiation,0.99,AIRS/Aqua L2 Support Retrieval (AIRS-only) V006 (AIRS2SUP) at GES DISC,847,1719
AIRS2SUP,heat flux,0.99,AIRS/Aqua L2 Support Retrieval (AIRS-only) V006 (AIRS2SUP) at GES DISC,847,1718
AIRS2SUP,vertical profiles,0.99,AIRS/Aqua L2 Support Retrieval (AIRS-only) V006 (AIRS2SUP) at GES DISC,847,1682
AIRS2SUP,humidity,0.99,AIRS/Aqua L2 Support Retrieval (AIRS-only) V006 (AIRS2SUP) at GES DISC,847,1672
AIRS2SUP,water vapor,0.99,AIRS/Aqua L2 Support Retrieval (AIRS-only) V006 (AIRS2SUP) at GES DISC,847,1630
AIRS2SUP,soil moisture/water content,0.99,AIRS/Aqua L2 Support Retrieval (AIRS-only) V006 (AIRS2SUP) at GES DISC,847,1626
SNDRSNIML3CMCCPN,surface winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1749
SNDRSNIML3CMCCPN,atmospheric winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1746
SNDRSNIML3CMCCPN,water vapor processes,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1722
SNDRSNIML3CMCCPN,longwave radiation,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1719
SNDRSNIML3CMCCPN,heat flux,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1718
SNDRSNIML3CMCCPN,water vapor,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1630
SNDRSNIML3CMCCPN,soil moisture/water content,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1626
SNDRSNIML3CMCCPN,soils,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Comprehensive Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3CMCCPN) at GES DISC,842,1625
GSSTF,emissivity,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1716
GSSTF,precipitation rate,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1714
GSSTF,cloud vertical distribution,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1712
GSSTF,cloud microphysics,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1707
GSSTF,tropopause,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1706
GSSTF,cloud top temperature,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1689
GSSTF,cloud top pressure,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1688
GSSTF,layered precipitable water,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1684
GSSTF,outgoing longwave radiation,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1679
GSSTF,water vapor profiles,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1673
GSSTF,oxygen compounds,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1633
GSSTF,surface thermal properties,0.99,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Set1 V2c (GSSTF) at GES DISC",841,1627
MAT3NVCHM,surface pressure,0.99,"tavg3_3d_chm_Nv: MERRA Chem 3D IAU C-Grid Edge Mass Flux, Time Average 3-Hourly  1.25 x 1.25 degree V5.2.0 (MAT3NVCHM) at GES DISC",1274,1668
MAT3NVCHM,atmospheric pressure,0.99,"tavg3_3d_chm_Nv: MERRA Chem 3D IAU C-Grid Edge Mass Flux, Time Average 3-Hourly  1.25 x 1.25 degree V5.2.0 (MAT3NVCHM) at GES DISC",1274,1665
UARML3AT,precipitation,0.99,UARS Microwave Limb Sounder (MLS) Level 3AT V005 (UARML3AT) at GES DISC,1497,1585
M2TUNPRAD,water vapor indicators,0.99,"MERRA-2 tavgU_3d_rad_Np: 3d,diurnal,Time-Averaged,Pressure-Level,Assimilation,Radiation Diagnostics 0.625 x 0.5 degree V5.12.4 (M2TUNPRAD) at GES DISC",838,1629
TOVSADND,specific humidity,0.99,TOVS GLA DAILY GRIDS from NOAA-12 V01 (TOVSADND) at GES DISC,1494,1745
TOVSADND,longwave radiation,0.99,TOVS GLA DAILY GRIDS from NOAA-12 V01 (TOVSADND) at GES DISC,1494,1719
TOVSADND,heat flux,0.99,TOVS GLA DAILY GRIDS from NOAA-12 V01 (TOVSADND) at GES DISC,1494,1718
TOVSADND,water vapor,0.99,TOVS GLA DAILY GRIDS from NOAA-12 V01 (TOVSADND) at GES DISC,1494,1630
SBUV2N11L2,aerosols,0.99,SBUV2/NOAA-11 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1 (SBUV2N11L2) at GES DISC,837,1607
AIRS,specific humidity,0.99,Atmospheric Infrared Sounder,2171,1745
MATUNXRAD,clouds,0.99,"tavgU_2d_rad_Nx: MERRA 2D IAU Diagnostic, Radiation Surface and TOA, Diurnal  0.667 x 0.5 degree V5.2.0 (MATUNXRAD) at GES DISC",1488,1674
TOVSA5ND,surface winds,0.99,TOVS GLA 5 DAY GRIDS from NOAA-12 V01 (TOVSA5ND) at GES DISC,1485,1749
TOVSA5ND,atmospheric winds,0.99,TOVS GLA 5 DAY GRIDS from NOAA-12 V01 (TOVSA5ND) at GES DISC,1485,1746
TOVSA5ND,specific humidity,0.99,TOVS GLA 5 DAY GRIDS from NOAA-12 V01 (TOVSA5ND) at GES DISC,1485,1745
TOVSA5ND,longwave radiation,0.99,TOVS GLA 5 DAY GRIDS from NOAA-12 V01 (TOVSA5ND) at GES DISC,1485,1719
TOVSA5ND,heat flux,0.99,TOVS GLA 5 DAY GRIDS from NOAA-12 V01 (TOVSA5ND) at GES DISC,1485,1718
TOVSA5ND,water vapor,0.99,TOVS GLA 5 DAY GRIDS from NOAA-12 V01 (TOVSA5ND) at GES DISC,1485,1630
TOVSA5ND,aerosols,0.99,TOVS GLA 5 DAY GRIDS from NOAA-12 V01 (TOVSA5ND) at GES DISC,1485,1607
MAM07S0,air temperature,0.99,MODIS/Aqua Temp and Water Vapor Profile 5-Min L2 Swath Subset 5km subset along MLS V002 (MAM07S0) at GES DISC,1483,1680
MATMNXOCN,surface pressure,0.99,"tavgM_2d_ocn_Nx: MERRA 2D IAU Ocean Surface Diagnostic, Monthly Mean  0.667 x 0.5 degree V5.2.0 (MATMNXOCN) at GES DISC",829,1668
MATMNXOCN,atmospheric pressure,0.99,"tavgM_2d_ocn_Nx: MERRA 2D IAU Ocean Surface Diagnostic, Monthly Mean  0.667 x 0.5 degree V5.2.0 (MATMNXOCN) at GES DISC",829,1665
MATMCPRAD,surface pressure,0.99,"tavgM_3d_rad_Cp: MERRA 3D IAU Diagnostic, Radiation, Monthly Mean  1.25 x 1.25 degree V5.2.0 (MATMCPRAD) at GES DISC",1567,1668
MATMCPRAD,atmospheric pressure,0.99,"tavgM_3d_rad_Cp: MERRA 3D IAU Diagnostic, Radiation, Monthly Mean  1.25 x 1.25 degree V5.2.0 (MATMCPRAD) at GES DISC",1567,1665
MATUCPTRB,surface pressure,0.99,"tavgU_3d_trb_Cp: MERRA 3D IAU Diagnostic, Turbulence, Diurnal  1.25 x 1.25 degree V5.2.0 (MATUCPTRB) at GES DISC",1565,1668
MATUCPTRB,atmospheric pressure,0.99,"tavgU_3d_trb_Cp: MERRA 3D IAU Diagnostic, Turbulence, Diurnal  1.25 x 1.25 degree V5.2.0 (MATUCPTRB) at GES DISC",1565,1665
SMMRN7IM,air temperature,0.99,SMMR/Nimbus-7 Color Images V001 (SMMRN7IM) at GES DISC,1464,1680
MAT1NXSLV_CPR,oceans,0.99,"MERRA 2D IAU Diagnostic, Single Level Meteorology, Time Average 1-hourly 0.6 x 0.25 degree subsetted along CloudSat track V5.2.0 (MAT1NXSLV_CPR) at GES DISC",1462,1692
MAT1NXSLV_CPR,cloud properties,0.99,"MERRA 2D IAU Diagnostic, Single Level Meteorology, Time Average 1-hourly 0.6 x 0.25 degree subsetted along CloudSat track V5.2.0 (MAT1NXSLV_CPR) at GES DISC",1462,1686
MAT1NXSLV_CPR,air temperature,0.99,"MERRA 2D IAU Diagnostic, Single Level Meteorology, Time Average 1-hourly 0.6 x 0.25 degree subsetted along CloudSat track V5.2.0 (MAT1NXSLV_CPR) at GES DISC",1462,1680
MAT1NXSLV_CPR,clouds,0.99,"MERRA 2D IAU Diagnostic, Single Level Meteorology, Time Average 1-hourly 0.6 x 0.25 degree subsetted along CloudSat track V5.2.0 (MAT1NXSLV_CPR) at GES DISC",1462,1674
M2TMNPCLD,longwave radiation,0.99,"MERRA-2 tavgM_3d_cld_Np: 3d,Monthly mean,Time-Averaged,Pressure-Level,Assimilation,Cloud Diagnostics 0.625 x 0.5 degree V5.12.4 (M2TMNPCLD) at GES DISC",1559,1719
MAT1NXSLV_CPR,atmospheric radiation,0.99,"MERRA 2D IAU Diagnostic, Single Level Meteorology, Time Average 1-hourly 0.6 x 0.25 degree subsetted along CloudSat track V5.2.0 (MAT1NXSLV_CPR) at GES DISC",1462,1586
PET_PU_3H025,oceans,0.99,RM-OBS/PU Potential Evapotranspiration and Supporting Forcing L4 3-hourly 0.25x0.25 degree V001 (PET_PU_3H025) at GES DISC,817,1692
PET_PU_3H025,cloud properties,0.99,RM-OBS/PU Potential Evapotranspiration and Supporting Forcing L4 3-hourly 0.25x0.25 degree V001 (PET_PU_3H025) at GES DISC,817,1686
PET_PU_3H025,air temperature,0.99,RM-OBS/PU Potential Evapotranspiration and Supporting Forcing L4 3-hourly 0.25x0.25 degree V001 (PET_PU_3H025) at GES DISC,817,1680
PET_PU_3H025,clouds,0.99,RM-OBS/PU Potential Evapotranspiration and Supporting Forcing L4 3-hourly 0.25x0.25 degree V001 (PET_PU_3H025) at GES DISC,817,1674
PET_PU_3H025,skin temperature,0.99,RM-OBS/PU Potential Evapotranspiration and Supporting Forcing L4 3-hourly 0.25x0.25 degree V001 (PET_PU_3H025) at GES DISC,817,1628
SNDRSNIML3SMCHTN,surface winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CHART Normal Spectral Resolution V1,1550,1749
SNDRSNIML3SMCHTN,atmospheric winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CHART Normal Spectral Resolution V1,1550,1746
SNDRSNIML3SMCHTN,water vapor processes,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CHART Normal Spectral Resolution V1,1550,1722
SNDRSNIML3SMCHTN,longwave radiation,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CHART Normal Spectral Resolution V1,1550,1719
SNDRSNIML3SMCHTN,heat flux,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CHART Normal Spectral Resolution V1,1550,1718
SNDRSNIML3SMCHTN,water vapor,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CHART Normal Spectral Resolution V1,1550,1630
SNDRSNIML3SMCHTN,soil moisture/water content,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CHART Normal Spectral Resolution V1,1550,1626
