Collection,Title,Version,DOI,Dataset Progress,Level,Granularity,Granule Size,Format,Creation Date,Data Start Date,Data End Date,Mission/Project,Metadata Author,L2,L34RS,GeoTiff,Giovanni,AIRS L1L2,WCS,WMS,THREDDS,OPeNDAP,GDS,Worldview
AIRS_MDS_IND,Aqua AIRS-MODIS Matchup Indexes V1.0,1,10.5067/MEASURES/WVCC/DATA206,ACTIVE,2,30 minutes,400 KB per file,netCDF,2017-05-10T00:00:00.000Z,2003-01-01T00:00:00.000Z,,MEaSUREs,ANDREY SAVTCHENKO,,,,,,,,,,,
AIRS_MLS_IND,Aqua AIRS-MLS Matchup Indexes V1.0,1,10.5067/MEASURES/WVCC/DATA209,ACTIVE,2,1 day,21 MB per file,netCDF,2018-02-01T00:00:00.000Z,2004-08-08T00:00:00.000Z,,MEaSUREs,ANDREY SAVTCHENKO,,,,,,,,,,,
AIRVBQAP,AIRS/Aqua L1B Visible/Near Infrared (VIS/NIR) quality assurance subset V005,005,10.5067/WIBHWVWLGV2V,ACTIVE,1B,6 minutes,0.9 MB per file,HDF-EOS,2007-07-26T00:00:00.000Z,2002-08-30T00:00:00.000Z,,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRVBQAP_NRT,AIRS/Aqua L1B Near Real Time (NRT) Visible/Near Infrared (VIS/NIR) quality assurance subset V005,005,,ACTIVE,1B,6 minutes,0.9 MB per file,HDF-EOS,2007-07-26T00:00:00.000Z,2015-12-15T00:00:00.000Z,,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRVBRAD,AIRS/Aqua L1B Visible/Near Infrared (VIS/NIR) geolocated and calibrated radiances V005,005,10.5067/L8GM703NT8IK,ACTIVE,1B,6 minutes,12.0 MB per file,HDF-EOS,2007-07-26T00:00:00.000Z,2002-08-30T00:00:00.000Z,,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRVBRAD_NRT,AIRS/Aqua L1B Near Real Time (NRT) Visible/Near Infrared (VIS/NIR) geolocated and calibrated radiances V005,005,,ACTIVE,1B,6 minutes,12.0 MB per file,HDF-EOS,2007-07-26T00:00:00.000Z,2018-11-01T00:00:00.000Z,,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX2RET,AIRS/Aqua L2 Standard Physical Retrieval (AIRS+AMSU) V006,006,10.5067/Aqua/AIRS/DATA201,COMPLETE,2,6 minutes,3.9 MB per file,HDF-EOS,2013-01-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,2016-09-24T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX2RET,Aqua/AIRS L2 Standard Physical Retrieval (AIRS+AMSU) V7.0,7,10.5067/URTYDAGTM548,ACTIVE,2,6 minutes,3.9 MB per file,HDF-EOS,2019-12-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,2016-09-24T23:59:59.999Z,Aqua,LENA IREDELL,,,,,,,,,OPENDAP,,
AIRX2SPC,AIRS/Aqua L2 CO2 support retrieval (AIRS+AMSU) V005,005,10.5067/Aqua/AIRS/DATA217,COMPLETE,2,6 minutes,0.3 MB per file,HDF-EOS,2010-01-01T00:00:00.000Z,2002-09-01T00:00:00.000Z,2012-03-01T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX2STC,AIRS/Aqua L2 CO2 in the free troposphere (AIRS+AMSU) V005,005,10.5067/Aqua/AIRS/DATA218,COMPLETE,2,6 minutes,0.4 MB per file,HDF-EOS,2010-01-01T00:00:00.000Z,2002-09-01T00:00:00.000Z,2012-03-01T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX2SUP,AIRS/Aqua L2 Support Retrieval (AIRS+AMSU) V006,006,10.5067/Aqua/AIRS/DATA207,COMPLETE,2,6 minutes,21.2 MB per file,HDF-EOS,2013-01-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,2016-09-24T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX2SUP,Aqua/AIRS L2 Support Retrieval (AIRS+AMSU) V7.0,7,10.5067/TZ6I8E3ODIQB,ACTIVE,2,6 minutes,21.2 MB per file,HDF-EOS,2019-12-15T00:00:00.000Z,2002-08-30T00:00:00.000Z,2016-09-24T23:59:59.999Z,Aqua,LENA IREDELL,,,,,,,,,OPENDAP,,
AIRX3C28,AIRS/Aqua L3 8-day CO2 in the free troposphere (AIRS+AMSU) 2.5 degrees x 2 degrees V005,005,10.5067/Aqua/AIRS/DATA337,COMPLETE,3,8 day,0.5 MB per file,HDF-EOS,2009-10-15T00:00:00.000Z,2002-09-01T00:00:00.000Z,2012-02-25T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3C2D,AIRS/Aqua L3 Daily CO2 in the free troposphere (AIRS+AMSU) 2.5 degrees x 2 degrees V005,005,10.5067/Aqua/AIRS/DATA338,COMPLETE,3,daily,0.5 MB per file,HDF-EOS,2009-10-15T00:00:00.000Z,2002-09-01T00:00:00.000Z,2012-02-29T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3C2M,AIRS/Aqua L3 Monthly CO2 in the free troposphere (AIRS+AMSU) 2.5 degrees x 2 degrees V005,005,10.5067/Aqua/AIRS/DATA339,COMPLETE,3,1 month,0.5 MB per file,HDF-EOS,2008-12-15T00:00:00.000Z,2002-09-01T00:00:00.000Z,2012-02-29T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3QP5,AIRS/Aqua L3 5-day Quantization in Physical Units (AIRS+AMSU) 5 degrees x 5 degrees V006,006,10.5067/Aqua/AIRS/DATA331,COMPLETE,3,5 days,41.8 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-09-26T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3QPM,AIRS/Aqua L3 Monthly Quantization in Physical Units (AIRS+AMSU) 5 degrees x 5 degrees V006,006,10.5067/Aqua/AIRS/DATA328,COMPLETE,3,1 month,10.2 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3SP8,AIRS/Aqua L3 8-day Support Multiday Product (AIRS+AMSU) 1 degree x 1 degree V006,006,10.5067/Aqua/AIRS/DATA313,COMPLETE,3,8 days,563.3 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3SPD,AIRS/Aqua L3 Daily Support Product (AIRS+AMSU) 1 degree x 1 degree V006,006,10.5067/Aqua/AIRS/DATA304,COMPLETE,3,1 day,474.9 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-08-31T00:00:00.000Z,2016-09-25T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3SPD,Aqua/AIRS L3 Daily Support Product (AIRS+AMSU) 1 degree x 1 degree V7.0,7,10.5067/C5N6CP67XM1E,COMPLETE,3,1 day,474.9 MB per file,HDF-EOS,2019-12-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,2016-09-25T23:59:59.999Z,Aqua,LENA IREDELL,,,,,,,,,OPENDAP,,
AIRX3SPM,AIRS/Aqua L3 Monthly Support Product (AIRS+AMSU) 1 degree x 1 degree V006,006,10.5067/Aqua/AIRS/DATA322,COMPLETE,3,1 month,554.5 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3SPM,Aqua/AIRS L3 Monthly Support Product (AIRS+AMSU) 1 degree x 1 degree V7.0,7,10.5067/GZT3YJIL1HUV,COMPLETE,3,1 month,554.5 MB per file,HDF-EOS,2019-12-15T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,LENA IREDELL,,,,,,,,,OPENDAP,,
AIRX3ST8,AIRS/Aqua L3 8-day Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V006,006,10.5067/Aqua/AIRS/DATA310,COMPLETE,3,8 days,452.2 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
AIRX3STD,AIRS/Aqua L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V006,006,10.5067/Aqua/AIRS/DATA301,COMPLETE,3,1 day,376.1 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-08-31T00:00:00.000Z,2016-09-25T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,WCS,WMS,,OPENDAP,,
AIRX3STD,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V7.0,7,10.5067/8XB4RU470FJV,COMPLETE,3,1 day,376.1 MB per file,HDF-EOS,2019-12-15T00:00:00.000Z,2002-08-31T00:00:00.000Z,2016-09-25T23:59:59.999Z,Aqua,LENA IREDELL,,,,,,,,,OPENDAP,,
AIRX3STM,AIRS/Aqua L3 Monthly Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V006,006,10.5067/Aqua/AIRS/DATA319,COMPLETE,3,1 month,445.7 MB per file,HDF-EOS,2013-03-12T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,ED ESFANDIARI,,,,,,WCS,WMS,,OPENDAP,,
AIRSXSTM,Aqua/AIRS L3 Monthly Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V7.0,7,10.5067/KUC55JEVO1SR,COMPLETE,3,1 month,445.7 MB per file,HDF-EOS,2019-12-15T00:00:00.000Z,2002-09-01T00:00:00.000Z,2016-10-01T23:59:59.999Z,Aqua,LENA IREDELL,,,,,,,,,OPENDAP,,
AIRXAMAP,AIRS/Aqua Granule map product V005,005,,ACTIVE,1,6 minutes,2.6 MB per file,PDF,2012-03-08T00:00:00.000Z,2002-05-21T00:00:00.000Z,,Aqua,ED ESFANDIARI,,,,,,,,,,,
AIRXBCAL,AIRS/Aqua L1B Calibration subset V005,005,10.5067/J07I81P6G1XS,ACTIVE,1B,1 day,250 MB per file,HDF-EOS,2007-06-30T00:00:00.000Z,2002-08-31T00:00:00.000Z,,Aqua,ED ESFANDIARI,,,,,,,,,OPENDAP,,
ALAN_VIIRS_CONUS,Annual Summary of Artificial Light At Night from VIIRS/S-NPP at CONUS County and Census Tract,1,10.5067/TZY5MHFMYLKQ,COMPLETE,4,entire collection,132 MB per file,ASCII,2023-03-01T00:00:00.000Z,2012-01-01T00:00:00.000Z,2020-12-31T23:59:59.000Z,HAQAST,Feng Ding,,,,,,,,,,,
AMDBLWV,AMSR-MODIS Boundary Layer Water Vapor L3 Daily 1 degree x 1 degree V1,1,10.5067/MEASURES/AMDBLWV,COMPLETE,3,1 day,3.3 MB per file,netCDF,2017-04-11T00:00:00.000Z,2002-07-04T00:00:00.000Z,2016-12-31T23:59:59.000Z,MEaSUREs,THOMAS HEARTY,,,,,,,,,OPENDAP,,
AMDBLWV,AMSR-MODIS Boundary Layer Water Vapor L3 Daily 1 degree x 1 degree V2,2,10.5067/MEASURES/AMDBLWV2,COMPLETE,3,1 day,3.3 MB per file,netCDF,2017-04-11T00:00:00.000Z,2002-07-04T00:00:00.000Z,2017-12-31T23:59:59.000Z,MEaSUREs,THOMAS HEARTY,,,,,,,,,OPENDAP,,
AMMBLWV,AMSR-MODIS Boundary Layer Water Vapor L3 Monthly 1 degree x 1 degree V1,1,10.5067/MEASURES/AMMBLWV,COMPLETE,3,monthly,6 MB per file,netCDF,2017-03-14T00:00:00.000Z,2002-07-01T00:00:00.000Z,2016-12-31T23:59:59.000Z,MEaSUREs,THOMAS HEARTY,,,,,,,,,OPENDAP,,
AMMBLWV,AMSR-MODIS Boundary Layer Water Vapor L3 Monthly 1 degree x 1 degree V2,2,10.5067/MEASURES/AMMBLWV2,COMPLETE,3,monthly,6 MB per file,netCDF,2017-03-14T00:00:00.000Z,2002-07-01T00:00:00.000Z,2017-12-31T23:59:59.000Z,MEaSUREs,THOMAS HEARTY,,,,,,,,,OPENDAP,,
AMSRERR_CPR,AMSR-E L2 Rainfall Subset collocated with CloudSat track V002,002,,COMPLETE,2,1 ascending or descending orbit,1.4 MB per file,HDF-EOS,2009-03-01T00:00:00.000Z,2006-06-01T00:00:00.000Z,2011-07-12T23:59:59.999Z,ATDD,ANDREY SAVTCHENKO,,,,,,,,,,,
AMSRE_AVRMO,AMSR-E/Aqua level 3 global monthly Surface Soil Moisture Averages V005,005,10.5067/UJYEX3XPWWB2,COMPLETE,3,1 month,0.25 MB per file,HDF,2002-07-01T00:00:00.000Z,2002-10-01T00:00:00.000Z,2011-09-30T23:59:59.999Z,NEESPI NASA,SUHUNG SHEN,,,,,,,,,,,
AMSRE_STDMO,AMSR-E/Aqua level 3 global monthly Surface Soil Moisture Standard Deviation V005,005,10.5067/XIBNS1DKRY3H,COMPLETE,3,1 month,0.25 MB per file,HDF,2002-07-01T00:00:00.000Z,2002-10-01T00:00:00.000Z,2011-09-30T23:59:59.999Z,NEESPI NASA,SUHUNG SHEN,,,,,,,,,,,
ATMOSL1,ATMOS L1 Spectra and Runlogs V3,3,10.5067/ATMOS/DATA1001,COMPLETE,1,91 minutes,17 MB per file,netCDF,2001-03-14T00:00:00.000Z,1994-11-03T00:00:00.000Z,1992-04-02T23:59:59.999Z,,JAMES JOHNSON,,,,,,,,,,,
ATMOSL2AF,ATMOS L2 Trace Gases on Altitude Grid Fixed Field Format V3,3,10.5067/ATMOS/DATA2002,COMPLETE,2,91 minutes,30 KB per file,ASCII,2001-03-14T00:00:00.000Z,1994-11-03T00:00:00.000Z,1992-04-02T23:59:59.999Z,,JAMES JOHNSON,,,,,,,,,,,
ATMOSL2AT,ATMOS L2 Trace Gases on Altitude Grid Tab Delimited Format V3,3,10.5067/ATMOS/DATA2001,COMPLETE,2,91 minutes,30 KB per file,ASCII,2001-03-14T00:00:00.000Z,1994-11-03T00:00:00.000Z,1992-04-02T23:59:59.999Z,,JAMES JOHNSON,,,,,,,,,,,
ATMOSL2PF,ATMOS L2 Trace Gases on Pressure Grid Fixed Field Format V3,3,10.5067/ATMOS/DATA2004,COMPLETE,2,91 minutes,30 KB per file,ASCII,2001-03-14T00:00:00.000Z,1994-11-03T00:00:00.000Z,1992-04-02T23:59:59.999Z,,JAMES JOHNSON,,,,,,,,,,,
ATMOSL2PT,ATMOS L2 Trace Gases on Pressure Grid Tab Delimited Format V3,3,10.5067/ATMOS/DATA2003,COMPLETE,2,91 minutes,30 KB per file,ASCII,2001-03-14T00:00:00.000Z,1994-11-03T00:00:00.000Z,1992-04-02T23:59:59.999Z,,JAMES JOHNSON,,,,,,,,,,,
ATMOSL2TF,ATMOS L2 Trace Gases on Potential Temperature Grid Fixed Field Format V3,3,10.5067/ATMOS/DATA2006,COMPLETE,2,91 minutes,30 KB per file,ASCII,2001-03-14T00:00:00.000Z,1994-11-03T00:00:00.000Z,1992-04-02T23:59:59.999Z,,JAMES JOHNSON,,,,,,,,,,,
ATMOSL2TT,ATMOS L2 Trace Gases on Potential Temperature Grid Tab Delimited Format V3,3,10.5067/ATMOS/DATA2005,COMPLETE,2,91 minutes,30 KB per file,ASCII,2001-03-14T00:00:00.000Z,1994-11-03T00:00:00.000Z,1992-04-02T23:59:59.999Z,,JAMES JOHNSON,,,,,,,,,,,
Aqua_AIRS_MODIS1km_IND,Aqua AIRS-MODIS 1-km Matchup Indexes V1,1,10.5067/MEASURES/WVCC/DATA210,ACTIVE,2,6 minutes,45 MB per file,netCDF,2022-04-30T00:00:00.000Z,2002-08-31T00:00:00.000Z,,MEaSUREs,ANDREY SAVTCHENKO,,,,,,,,,,,
BCFLEXPART,FLEXPART black carbon aerosol L4 global daily 1 x 1 degrees,1,10.5067/XZOC4FV8LV3A,COMPLETE,4,1 day,2.8 GB per file,netCDF,2022-06-24T00:00:00.000Z,2008-01-01T00:00:00.000Z,2015-12-31T23:59:59.999Z,ESDIS,Thomas Hearty,,,,,,,,,,,
BUVN04L2,BUV/Nimbus-4 Ozone (O3) Nadir Profile and Total Column 1 Day L2 V1,1,10.5067/MEASURES/OZONE/DATA201,COMPLETE,2,1 day,5 MB per file,HDF5,2012-08-27T00:00:00.000Z,1970-04-10T00:00:00.000Z,1977-05-06T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
BUVN04L3zm,BUV/Nimbus-4 Ozone (O3) Profile and Total Column Ozone 1 Month Zonal Mean L3 Global 5.0 degree Latitude Zones V1,1,10.5067/MEASURES/OZONE/DATA301,COMPLETE,3,entire mission,7 MB per file,HDF5,2012-02-15T00:00:00.000Z,1970-04-10T00:00:00.000Z,1976-05-01T23:59:59.999Z,MEaSUREs,Jerome Alfred,,,,,,,,THREDDS,OPENDAP,,
BUVN4L1DCM,BUV/Nimbus-4 Dark Current Study Master Data V001,001,,COMPLETE,1B,1 day,275 MB per file,binary,1979-01-01T00:00:00.000Z,1970-04-10T00:00:00.000Z,1971-12-16T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
BUVN4L1DCW,BUV/Nimbus-4 Dark Current Study Working Data V001,001,,COMPLETE,1B,1 day,375 MB per file,binary,1979-01-01T00:00:00.000Z,1970-04-10T00:00:00.000Z,1971-12-16T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
BUVN4L1PDB,BUV/Nimbus-4 Level 1 Radiance and Housekeeping Data in Telemetry Units V001,001,,COMPLETE,1A,1 day,6.3 GB per file,binary,1977-03-12T00:00:00.000Z,1970-04-10T00:00:00.000Z,1977-05-06T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
BUVN4L1RUT,BUV/Nimbus-4 Level 1 Radiance Data V001,001,,COMPLETE,1B,1 day,275 MB per file,binary,1978-09-11T00:00:00.000Z,1970-04-10T00:00:00.000Z,1977-05-06T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
BUVN4L2CPOZ,BUV/Nimbus-4 Level 2 Compressed Ozone Profile Data V005,005,,COMPLETE,2,1 day,200 MB per file,binary,1987-01-02T00:00:00.000Z,1970-04-10T00:00:00.000Z,1977-05-06T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
BUVN4L2HDBUV,BUV/Nimbus-4 Level 2 High-Density Ozone Data V005,005,,COMPLETE,2,1 day,1.13 GB per file,binary,1987-01-02T00:00:00.000Z,1970-04-10T00:00:00.000Z,1977-05-06T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
BUVN4L3ZMT,BUV/Nimbus-4 Level 3 Ozone Zonal Means V005,005,,COMPLETE,3,"1 day, 7 days, 1 month, and 3 months ",32 MB per file,binary,1985-12-11T00:00:00.000Z,1970-04-11T00:00:00.000Z,1977-05-06T23:59:59.999Z,Nimbus,JAMES JOHNSON,,,,,,,,,,,
CAR_ARCTAS_BRDF,CAR ARCTAS BRDF Measurements L1 V2,2,10.5067/SQSWDF366LDY,COMPLETE,1,varies,5 MB per file,netCDF,2019-05-30T00:00:00.000Z,2008-04-06T00:00:00.000Z,2008-07-10T23:59:59.999Z,CAR,,,,,,,,,,OPENDAP,,
CAR_ARCTAS_L1C,CAR ARCTAS Arctic Research of the Composition of the Troposphere from Aircraft and Satellites L1 V1,1,10.5067/CAR/DATA104,COMPLETE,1,varies,4 MB per file,netCDF,2018-01-10T00:00:00.000Z,2008-04-06T00:00:00.000Z,2008-07-12T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_ARMCAS_BRDF,CAR ARMCAS Arctic Cloud BRDF Measurements L1 V2,2,10.5067/LC621SRMI5QU,COMPLETE,1,varies,4 MB per file,netCDF,2019-05-30T00:00:00.000Z,1995-06-05T00:00:00.000Z,1995-06-14T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_ARMCAS_L1C,CAR ARMCAS Arctic Cloud Radiation Measurements L1 V1,1,10.5067/CAR/DATA113,COMPLETE,1,varies,400 MB per file,netCDF,2018-01-10T00:00:00.000Z,1995-06-03T00:00:00.000Z,1995-06-14T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_CLAMS_BRDF,CAR CLAMS BRDF Measurements V2,2,10.5067/XMINAESYYUX7,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-05T00:00:00.000Z,2001-07-10T00:00:00.000Z,2001-08-02T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_CLAMS_L1C,CAR Clams Chesapeake Lighthouse Aircraft Ocean Measurements L1 V1,1,10.5067/CAR/DATA108,COMPLETE,1,varies,500 MB per file,netCDF,2018-01-10T00:00:00.000Z,2001-07-10T00:00:00.000Z,2001-08-02T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_CLASIC_BRDF,CAR CLASIC BRDF Measurements V2,2,10.5067/0JRNK6HDB9ZG,COMPLETE,1,varies,5 MB per file,netCDF,2019-05-29T00:00:00.000Z,2007-06-13T00:00:00.000Z,2007-06-25T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_CLASIC_L1C,CAR CLASIC Cloud and Land Surface Measurements L1 V1,1,10.5067/CAR/DATA105,COMPLETE,1,varies,200 MB per file,netCDF,2018-01-10T00:00:00.000Z,2007-06-13T00:00:00.000Z,2007-06-25T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_ARCTAS_BRDF,CAR Discover AQ BRDF Measurements V2,2,10.5067/N5DD9C13A0LX,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-06T00:00:00.000Z,2014-07-08T00:00:00.000Z,2014-08-10T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_DISCOVERAQ_L1C,CAR Discover AQ Air Quality L1 V1,1,10.5067/CAR/DATA102,COMPLETE,1,varies,500 MB per file,netCDF,2018-09-20T00:00:00.000Z,2014-07-08T00:00:00.000Z,2014-08-12T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_ECO3D_BRDF,CAR ECO3D BRDF Measurements V2,2,10.5067/Z9SJNDOW30XI,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-06T00:00:00.000Z,2011-08-22T00:00:00.000Z,2011-09-19T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_ECO3D_L1C,CAR Eco-3D Vegetation Response to Changing Forcing Factors L1 V1,1,10.5067/CAR/DATA103,COMPLETE,1,varies,400 MB per file,netCDF,2018-01-10T00:00:00.000Z,2011-08-19T00:00:00.000Z,2011-09-19T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_FIREACE_BRDF,CAR FIREACE Arctic Ice and Cloud Radiation L1 V2,2,10.5067/KHFVLOHOCSWU,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-05T00:00:00.000Z,1998-05-20T00:00:00.000Z,1998-05-30T23:59:59.999Z,CAR,Lena Iredell,,,,,,,,,OPENDAP,,
CAR_FIREACE_L1C,CAR FIREACE Arctic Ice and Cloud Radiation L1 V1,1,10.5067/CAR/DATA110,COMPLETE,1,varies,500 MB per file,netCDF,2018-01-10T00:00:00.000Z,1998-05-21T00:00:00.000Z,1998-06-24T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_INTEXB_BRDF,CAR INTEXB BRDF Measurements L1 V2,2,10.5067/W92WIC96B2CZ,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-06T00:00:00.000Z,2006-03-03T00:00:00.000Z,2006-03-19T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_INTEXB_L1C,CAR INTEX-B Long-range Pollution Transportation L1 V1,1,10.5067/CAR/DATA106,COMPLETE,1,varies,400 MB per file,netCDF,2018-01-10T00:00:00.000Z,2006-03-03T00:00:00.000Z,2006-03-19T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_KUWAITOILFIRE_BRDF,CAR Kuwait Oil Fire Spectral Reflectance BRDF V2,2,10.5067/TLTYU661EXN6,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-11T00:00:00.000Z,1991-05-18T00:00:00.000Z,1991-06-02T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_KUWAITOILFIRE_L1C,CAR Kuwait Oil Fire Spectral Reflectance L1 V1,1,10.5067/CAR/DATA115,COMPLETE,1,varies,650 MB per file,netCDF,2018-01-10T00:00:00.000Z,1991-05-18T00:00:00.000Z,1991-06-02T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_LEADEX_BRDF,CAR LEADEX Arctic Sea Ice and Tundra Radiation Measurements L1 V2,2,10.5067/0VR2CW18JIXL,COMPLETE,1,varies,4 MB per file,netCDF,2019-03-05T00:00:00.000Z,1992-04-14T22:55:33.000Z,1992-04-14T22:57:53.000Z,CAR,Lena Iredell,,,,,,,,,OPENDAP,,
CAR_LEADEX_L1C,CAR LEADEX Arctic Sea Ice and Tundra Radiation Measurements L1 V1,1,10.5067/CAR/DATA114,COMPLETE,1,varies,600 MB per file,netCDF,2018-01-10T00:00:00.000Z,1992-04-07T00:00:00.000Z,1992-04-19T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_SAFARI_BRDF,CAR Safari BRDF Measurements L1 V2,2,10.5067/RAQCJ0SV90IE,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-06T00:00:00.000Z,2000-08-20T00:00:00.000Z,2000-09-16T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_SAFARI_L1C,CAR Safari South African Biogeophysics and Biogeochemistry L1 V1,1,10.5067/CAR/DATA109,COMPLETE,1,varies,500 MB per file,netCDF,2018-01-10T00:00:00.000Z,2000-08-20T00:00:00.000Z,2000-09-16T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_SCARA_BRDF,CAR SCAR-A Sulfates Clouds and Radiation-Atlantic BRDF Measurements V2,2,10.5067/R4K5WUEYBHSQ,COMPLETE,1,varies,5 MB per file,netCDF,2019-05-30T00:00:00.000Z,1993-07-16T00:00:00.000Z,1993-07-28T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
CAR_SCARA_L1C,CAR SCAR-A Sulfates Clouds and Radiation-Atlantic L1 V1,1,10.5067/CAR/DATA112,COMPLETE,1,varies,400 MB per file,netCDF,2018-01-10T00:00:00.000Z,1993-07-12T00:00:00.000Z,1993-07-28T23:59:59.999Z,CAR,ELLIOT SHERMAN,,,,,,,,,OPENDAP,,
CAR_SCARB_BRDF,CAR SCAR-B BRDF Measurements L1 V2,2,10.5067/JVHN0SC3BC87,COMPLETE,1,varies,5 MB per file,netCDF,2019-03-06T00:00:00.000Z,1995-08-18T00:00:00.000Z,1995-09-06T23:59:59.999Z,CAR,LENA IREDELL,,,,,,,,,OPENDAP,,
